#node	id	node_type	as_dim
n	0	book	0
n	1	film	0
n	2	music	0
n	3	sports	1
n	4	people	1
n	5	location	1
n	6	organization	1
n	7	business	0
#link	id	node_type_1	node_type_2	link_type
l	694	2	0	theater.musical_soundtrack.play
l	695	2	0	people.deceased_person.cause_of_death
l	696	2	0	people.person.religion
l	697	2	0	people.person.place_of_birth
l	698	2	0	people.person.nationality
l	699	2	0	book.author.book_editions_published
l	700	2	0	people.person.languages
l	701	2	0	music.recording.producer
l	702	2	0	music.group_member.instruments_played
l	703	2	0	book.book_subject.works
l	704	2	0	people.person.ethnicity
l	705	2	0	music.release.label
l	706	2	0	theater.theatrical_lyricist.play_lyrics_written
l	707	2	0	theater.theatrical_composer.plays_composed
l	708	2	0	music.genre.parent_genre
l	709	2	0	music.genre.artists
l	710	2	0	base.philbsuniverse.musical_album_detailed_view.media_s
l	711	2	0	influence.influence_node.influenced_by
l	712	2	0	music.group_membership.member
l	713	2	0	influence.influence_node.influenced
l	714	2	0	opera.opera.language
l	715	2	0	book.publishing_company.books_published
l	716	2	0	media_common.literary_genre.books_in_this_genre
l	717	2	0	people.profession.people_with_this_profession
l	718	2	0	other
l	719	0	5	people.deceased_person.place_of_death
l	720	0	5	people.person.place_of_birth
l	721	0	5	people.deceased_person.place_of_burial
l	722	0	5	book.book_edition.place_of_publication
l	723	0	5	people.person.nationality
l	724	0	5	symbols.name_source.namesakes
l	725	0	5	theater.play.country_of_origin
l	726	0	5	book.written_work.subjects
l	727	0	5	base.culturalevent.event.entity_involved
l	728	0	5	time.event.locations
l	729	0	5	book.newspaper.headquarters
l	730	0	5	book.newspaper.circulation_areas
l	731	0	5	organization.organization.headquarters
l	732	0	5	location.location.geolocation
l	733	0	5	biology.animal_breed.place_of_origin
l	734	0	5	architecture.architect.structures_designed
l	735	0	5	book.written_work.author
l	736	0	5	education.dissertation.institution
l	737	0	5	medicine.medical_specialty.hospitals_with_this_specialty
l	738	0	5	location.location.contains
l	739	0	5	location.location.containedby
l	740	0	5	location.location.adjoin_s
l	741	0	5	location.us_county.hud_county_place
l	742	0	5	olympics.olympic_games.participating_countries
l	743	0	5	base.ecology.food_web_member.belongs_to_ecosystem_s
l	744	0	5	base.formula1.formula_1_grand_prix.race_track
l	745	0	5	location.location.partially_contains
l	746	0	5	location.location.partiallycontains
l	747	0	5	location.country.administrative_divisions
l	748	0	5	base.aareas.schema.administrative_area.administrative_children
l	749	0	5	architecture.architectural_style.examples
l	750	0	5	architecture.building_function.buildings
l	751	0	5	architecture.type_of_museum.museums
l	752	0	5	olympics.olympic_event_competition.venue
l	753	0	5	religion.religion.places_of_worship
l	754	0	5	geography.mountain_range.mountains
l	755	0	5	geography.island_group.islands_in_group
l	756	0	5	geography.geographical_feature_category.features
l	757	0	5	geography.lake_type.lakes_of_this_type
l	758	0	5	education.school_category.schools_of_this_kind
l	759	0	5	location.place_with_neighborhoods.neighborhoods
l	760	0	5	religion.type_of_place_of_worship.places_of_worship
l	761	0	5	base.engineering.mined_material.mined_at
l	762	0	5	government.form_of_government.countries
l	763	0	5	architecture.architecture_firm.projects
l	764	0	5	visual_art.visual_art_form.artworks
l	765	0	5	amusement_parks.ride_type.rides
l	766	0	5	other
l	767	5	0	location.location.people_born_here
l	768	5	0	religion.place_of_worship.religion
l	769	5	0	location.location.contains
l	770	5	0	periodicals.newspaper_circulation_area.newspapers
l	771	5	0	location.mailing_address.citytown
l	772	5	0	location.location.containedby
l	773	5	0	location.location.events
l	774	5	0	architecture.structure.architectural_style
l	775	5	0	location.mailing_address.country
l	776	5	0	location.mailing_address.state_province_region
l	777	5	0	location.administrative_division.country
l	778	5	0	architecture.structure.architect
l	779	5	0	religion.place_of_worship.type_of_place_of_worship
l	780	5	0	religion.religious_leadership_jurisdiction.organisation
l	781	5	0	amusement_parks.ride.ride_type
l	782	5	0	symbols.namesake.named_after
l	783	5	0	geography.mountain.listings
l	784	5	0	architecture.museum.type_of_museum
l	785	5	0	architecture.building.building_function
l	786	5	0	education.educational_institution.colors
l	787	5	0	visual_art.artwork.art_form
l	788	5	0	education.educational_institution.school_type
l	789	5	0	geography.river.basin_countries
l	790	5	0	base.aareas.schema.administrative_area.administrative_parent
l	791	5	0	geography.geographical_feature.category
l	792	5	0	location.adjoining_relationship.adjoins
l	793	5	0	location.postal_code.country
l	794	5	0	medicine.hospital.medical_specialties
l	795	5	0	book.book_subject.works
l	796	5	0	location.hud_county_place.county
l	797	5	0	location.location.partially_containedby
l	798	5	0	location.partial_containment_relationship.partially_contained_by
l	799	5	0	location.religion_percentage.religion
l	800	5	0	geography.lake.basin_countries
l	801	5	0	people.place_of_interment.interred_here
l	802	5	0	protected_sites.protected_site.governing_body
l	803	5	0	geography.lake.lake_type
l	804	5	0	geography.mountain.mountain_range
l	805	5	0	location.neighborhood.neighborhood_of
l	806	5	0	book.author.works_written
l	807	5	0	olympics.olympic_participating_country.olympics_participated_in
l	808	5	0	biology.breed_origin.breeds_originating_here
l	809	5	0	olympics.olympic_venue.olympic_events_contested_here
l	810	5	0	other
l	811	2	7	music.release_track.release
l	812	2	7	music.recording.releases
l	813	2	7	music.album.primary_release
l	814	2	7	music.album.releases
l	815	2	7	music.release.format
l	816	2	7	music.release.region
l	817	2	7	music.composition.language
l	818	2	7	music.track_contribution.role
l	819	2	7	people.person.nationality
l	820	2	7	music.recording.artist
l	821	2	7	music.artist.label
l	822	2	7	music.track_contribution.contributor
l	823	2	7	music.release.label
l	824	2	7	music.album.artist
l	825	2	7	people.person.place_of_birth
l	826	2	7	music.artist.origin
l	827	2	7	organization.organization_founder.organizations_founded
l	828	2	7	people.deceased_person.place_of_death
l	829	2	7	music.artist.genre
l	830	2	7	people.person.profession
l	831	2	7	people.person.employment_history
l	832	2	7	music.album.genre
l	833	2	7	music.release_component.package
l	834	2	7	music.multipart_release.components
l	835	2	7	music.producer.releases_produced
l	836	2	7	music.record_label.releases
l	837	2	7	medicine.drug_form_shape.drugs_with_this_shape
l	838	2	7	other
l	839	0	7	book.periodical_publisher_period.publisher
l	840	0	7	people.person.nationality
l	841	0	7	book.book_edition.binding
l	842	0	7	book.book_edition.publisher
l	843	0	7	people.person.employment_history
l	844	0	7	people.deceased_person.place_of_death
l	845	0	7	people.person.place_of_birth
l	846	0	7	book.newspaper.circulation_areas
l	847	0	7	music.artist.label
l	848	0	7	symbols.name_source.namesakes
l	849	0	7	book.periodical.language
l	850	0	7	organization.organization_sector.organizations_in_this_sector
l	851	0	7	common.topic.subject_of
l	852	0	7	business.industry.companies
l	853	0	7	common.topic.subjects
l	854	0	7	book.book.editions
l	855	0	7	book.written_work.original_language
l	856	0	7	people.person.profession
l	857	0	7	book.book_edition.place_of_publication
l	858	0	7	business.consumer_product.company
l	859	0	7	organization.organization_founder.organizations_founded
l	860	0	7	business.employer.employees
l	861	0	7	theater.play.country_of_origin
l	862	0	7	business.consumer_company.products
l	863	0	7	book.publishing_company.books_published
l	864	0	7	book.book.genre
l	865	0	7	law.legal_case.court
l	866	0	7	book.written_work.subjects
l	867	0	7	business.industry.parent_industry
l	868	0	7	business.industry.child_industry
l	869	0	7	book.newspaper.owner
l	870	0	7	medicine.drug_dosage_flavor.drugs_with_this_flavor
l	871	0	7	base.schemastaging.food_extra.narrower
l	872	0	7	book.publishing_company.imprint_of
l	873	0	7	book.translation.language
l	874	0	7	book.book_edition.author_editor
l	875	0	7	book.written_work.author
l	876	0	7	education.academic.departments_old
l	877	0	7	education.school_category.schools_of_this_kind
l	878	0	7	book.isbn.book_editions
l	879	0	7	people.profession.people_with_this_profession
l	880	0	7	base.petbreeds.dog_breed.color
l	881	0	7	biology.animal_breed.coloring
l	882	0	7	location.administrative_division.second_level_division_of
l	883	0	7	location.location.containedby
l	884	0	7	book.publisher_imprint_tenure.publisher
l	885	0	7	book.author.book_editions_published
l	886	0	7	base.culturalevent.event.entity_involved
l	887	0	7	education.school_mascot.school
l	888	0	7	biology.animal_breed.place_of_origin
l	889	0	7	dining.cuisine.restaurant
l	890	0	7	book.periodical.subjects
l	891	0	7	location.location.contains
l	892	0	7	organization.organization_scope.organizations_with_this_scope
l	893	0	7	fictional_universe.fictional_character.occupation
l	894	0	7	people.person.languages
l	895	0	7	book.publisher_imprint_tenure.imprints
l	896	0	7	book.editorial_tenure.title
l	897	0	7	business.job_title.people_with_this_title
l	898	0	7	organization.organization_type.organizations_of_this_type
l	899	0	7	business.business_operation.industry
l	900	0	7	education.school_newspaper.school
l	901	0	7	government.political_ideology.political_parties
l	902	0	7	visual_art.visual_artist.associated_periods_or_movements
l	903	0	7	book.journal.discipline
l	904	0	7	location.location.people_born_here
l	905	0	7	people.ethnicity.people
l	906	0	7	broadcast.radio_format.stations
l	907	0	7	base.activism.activism_issue.activist_organizations
l	908	0	7	medicine.medical_specialty.hospitals_with_this_specialty
l	909	0	7	base.barbie.barbie_theme.dolls_with_this_theme
l	910	0	7	medicine.drug_manufacturer.drugs_manufactured
l	911	0	7	education.school_district.schools
l	912	0	7	music.record_label.releases
l	913	0	7	other
l	914	4	2	music.artist.track_contributions
l	915	4	2	people.marriage.spouse
l	916	4	2	music.engineer.tracks_engineered
l	917	4	2	people.person.profession
l	918	4	2	music.group_member.membership
l	919	4	2	music.artist.track
l	920	4	2	music.artist.album
l	921	4	2	people.sibling_relationship.sibling
l	922	4	2	people.person.parents
l	923	4	2	music.featured_artist.recordings
l	924	4	2	people.person.children
l	925	4	2	music.lyricist.lyrics_written
l	926	4	2	music.producer.tracks_produced
l	927	4	2	music.composer.compositions
l	928	4	2	music.artist.genre
l	929	4	2	music.group_member.instruments_played
l	930	4	2	music.artist.contribution
l	931	4	2	music.artist.label
l	932	4	2	music.producer.releases_produced
l	933	4	2	people.profession.people_with_this_profession
l	934	4	2	people.place_lived.person
l	935	4	2	music.musical_group.member
l	936	4	2	music.performance_role.track_performances
l	937	4	2	other
l	938	2	5	music.release.region
l	939	2	5	music.artist.origin
l	940	2	5	people.person.nationality
l	941	2	5	people.person.place_of_birth
l	942	2	5	people.deceased_person.place_of_death
l	943	2	5	music.composition.place_composed
l	944	2	5	people.deceased_person.place_of_burial
l	945	2	5	music.recording.place
l	946	2	5	organization.organization.headquarters
l	947	2	5	music.recording.artist
l	948	2	5	time.event.locations
l	949	2	5	symbols.name_source.namesakes
l	950	2	5	other
l	951	2	6	music.release.region
l	952	2	6	music.artist.label
l	953	2	6	music.recording.artist
l	954	2	6	music.recording.featured_artists
l	955	2	6	music.track_contribution.contributor
l	956	2	6	music.recording.producer
l	957	2	6	people.person.nationality
l	958	2	6	music.artist.origin
l	959	2	6	music.release.producers
l	960	2	6	music.album.genre
l	961	2	6	music.release.label
l	962	2	6	music.album.artist
l	963	2	6	people.person.profession
l	964	2	6	music.artist.genre
l	965	2	6	organization.organization_founder.organizations_founded
l	966	2	6	people.person.place_of_birth
l	967	2	6	music.composition.composer
l	968	2	6	music.composition.lyricist
l	969	2	6	film.film.genre
l	970	2	6	music.composition.language
l	971	2	6	people.deceased_person.place_of_death
l	972	2	6	organization.organization.child
l	973	2	6	other
l	974	5	2	location.location.people_born_here
l	975	5	2	people.place_of_interment.interred_here
l	976	5	2	symbols.namesake.named_after
l	977	5	2	location.location.contains
l	978	5	2	location.location.events
l	979	5	2	broadcast.radio_station.format
l	980	5	2	travel.travel_destination.tourist_attractions
l	981	5	2	music.artist.track
l	982	5	2	other
l	983	7	0	business.employment_tenure.person
l	984	7	0	business.employment_tenure.title
l	985	7	0	book.periodical_publisher.periodicals_published
l	986	7	0	book.publishing_company.books_published
l	987	7	0	business.business_operation.industry
l	988	7	0	common.topic.subject_of
l	989	7	0	organization.organization.sectors
l	990	7	0	music.release.region
l	991	7	0	people.person.profession
l	992	7	0	business.open_times.weekday_end
l	993	7	0	common.topic.subjects
l	994	7	0	business.open_times.weekday_start
l	995	7	0	organization.organization.organization_type
l	996	7	0	book.author.works_written
l	997	7	0	organization.organization.geographic_scope
l	998	7	0	government.political_party.ideology
l	999	7	0	dining.restaurant.cuisine
l	1000	7	0	location.location.containedby
l	1001	7	0	periodicals.newspaper_circulation_area.newspapers
l	1002	7	0	education.educational_institution.school_type
l	1003	7	0	organization.organization.founders
l	1004	7	0	book.book_subject.works
l	1005	7	0	business.employment_tenure.company
l	1006	7	0	symbols.namesake.named_after
l	1007	7	0	organization.organization.place_founded
l	1008	7	0	education.educational_institution.colors
l	1009	7	0	broadcast.radio_station.format
l	1010	7	0	base.philbsuniverse.musical_album_detailed_view.media_s
l	1011	7	0	music.release.label
l	1012	7	0	sports.sports_team.sport
l	1013	7	0	business.stock_ticker_symbol.stock_exchange
l	1014	7	0	business.industry.child_industry
l	1015	7	0	business.industry.parent_industry
l	1016	7	0	business.industry.companies
l	1017	7	0	sports.sports_league.sport
l	1018	7	0	book.book_edition.book
l	1019	7	0	book.book_edition.isbn
l	1020	7	0	book.book_edition.number_of_pages
l	1021	7	0	book.book_edition.author_editor
l	1022	7	0	people.person.religion
l	1023	7	0	music.record_label.artist
l	1024	7	0	education.school.school_district
l	1025	7	0	business.competitive_space.related_industries
l	1026	7	0	education.school.lowest_grade_taught
l	1027	7	0	people.person.place_of_birth
l	1028	7	0	business.company_product_relationship.company
l	1029	7	0	education.department.academics_old
l	1030	7	0	medicine.manufactured_drug_form.color
l	1031	7	0	medicine.manufactured_drug_form.flavor
l	1032	7	0	medicine.manufactured_drug_form.shape
l	1033	7	0	business.company_product_relationship.consumer_product
l	1034	7	0	base.schemastaging.food_extra.broader
l	1035	7	0	education.field_of_study.journals_in_this_discipline
l	1036	7	0	media_common.literary_genre.books_in_this_genre
l	1037	7	0	book.periodical_subject.periodicals
l	1038	7	0	book.author.book_editions_published
l	1039	7	0	education.educational_institution.newspaper
l	1040	7	0	book.publishing_company.imprints
l	1041	7	0	book.publishing_company.imprint
l	1042	7	0	people.person.nationality
l	1043	7	0	computer.software.languages_used
l	1044	7	0	base.barbie.barbie_doll.theme
l	1045	7	0	location.location.people_born_here
l	1046	7	0	medicine.manufactured_drug_form.manufacturer
l	1047	7	0	people.person.languages
l	1048	7	0	book.newspaper_owner.newspapers_owned
l	1049	7	0	medicine.hospital.medical_specialties
l	1050	7	0	book.publishing_company.publisher
l	1051	7	0	business.acquisition.acquiring_company
l	1052	7	0	people.profession.people_with_this_profession
l	1053	7	0	visual_art.art_period_movement.associated_artists
l	1054	7	0	law.court.legal_cases
l	1055	7	0	biology.breed_coloring.breeds
l	1056	7	0	base.petbreeds.dog_coat_color.dog_breeds
l	1057	7	0	other
l	1058	2	3	music.release.region
l	1059	2	3	music.track_contribution.contributor
l	1060	2	3	people.person.place_of_birth
l	1061	2	3	music.artist.origin
l	1062	2	3	music.recording.artist
l	1063	2	3	people.person.nationality
l	1064	2	3	people.deceased_person.place_of_death
l	1065	2	3	music.recording.song
l	1066	2	3	sports.sport.pro_athletes
l	1067	2	3	martial_arts.martial_art.well_known_practitioner
l	1068	2	3	other
l	1069	0	0	book.periodical_publisher_period.publisher
l	1070	0	0	book.periodical_publisher_period.periodical
l	1071	0	0	book.book.editions
l	1072	0	0	book.book_edition.binding
l	1073	0	0	book.book_edition.publisher
l	1074	0	0	book.book_edition.book
l	1075	0	0	book.written_work.original_language
l	1076	0	0	book.contents.work
l	1077	0	0	book.contents.publication
l	1078	0	0	book.periodical_publisher.periodicals_published
l	1079	0	0	book.publication.contents
l	1080	0	0	book.written_work.author
l	1081	0	0	book.editorial_tenure.periodical
l	1082	0	0	book.editorial_tenure.title
l	1083	0	0	book.editorial_tenure.editor
l	1084	0	0	book.written_work.part_of_series
l	1085	0	0	book.published_work.published_in_published_as
l	1086	0	0	book.written_work.subjects
l	1087	0	0	book.author.works_written
l	1088	0	0	book.short_story.characters
l	1089	0	0	book.periodical_frequency.frequency
l	1090	0	0	book.written_work.editor
l	1091	0	0	book.written_work.previous_in_series
l	1092	0	0	book.written_work.next_in_series
l	1093	0	0	people.person.profession
l	1094	0	0	people.person.religion
l	1095	0	0	book.author.book_editions_published
l	1096	0	0	book.journal_article.journal_publication
l	1097	0	0	book.translation.translator
l	1098	0	0	book.translation.language
l	1099	0	0	book.translation.translation_of
l	1100	0	0	book.book_edition.book_edition_series
l	1101	0	0	book.book_edition.contributing_authors
l	1102	0	0	book.journal_publication.article
l	1103	0	0	book.journal_publication.journal
l	1104	0	0	book.book_character.appears_in_book
l	1105	0	0	book.book_subject.works
l	1106	0	0	book.book.genre
l	1107	0	0	media_common.adapted_work.adaptations
l	1108	0	0	book.translated_work.translations
l	1109	0	0	dataworld.gardening_hint.split_to
l	1110	0	0	book.short_story.genre
l	1111	0	0	book.book.characters
l	1112	0	0	people.profession.people_with_this_profession
l	1113	0	0	book.author.series_written_or_contributed_to
l	1114	0	0	book.periodical.first_issue_date
l	1115	0	0	book.periodical.publisher
l	1116	0	0	book.periodical.language
l	1117	0	0	book.periodical.final_issue_date
l	1118	0	0	book.periodical.frequency_or_issues_per_year
l	1119	0	0	book.periodical.subjects
l	1120	0	0	book.periodical.editorial_staff
l	1121	0	0	common.topic.subject_of
l	1122	0	0	book.periodical.format
l	1123	0	0	people.person.place_of_birth
l	1124	0	0	book.literary_series.works_in_this_series
l	1125	0	0	book.publishing_company.books_published
l	1126	0	0	olympics.olympic_event_competition.olympic_games_contested
l	1127	0	0	book.book_edition.number_of_pages
l	1128	0	0	book.book_edition.isbn
l	1129	0	0	book.book_edition.author_editor
l	1130	0	0	book.short_non_fiction.mode_of_writing
l	1131	0	0	time.event.includes_event
l	1132	0	0	book.periodical_format_period.periodical
l	1133	0	0	book.periodical_format_period.format
l	1134	0	0	book.magazine.genre
l	1135	0	0	book.literary_series.author_s
l	1136	0	0	book.journal.discipline
l	1137	0	0	fictional_universe.fictional_character.children
l	1138	0	0	book.publishing_company.publisher
l	1139	0	0	influence.influence_node.influenced_by
l	1140	0	0	education.field_of_study.journals_in_this_discipline
l	1141	0	0	business.industry.child_industry
l	1142	0	0	business.industry.parent_industry
l	1143	0	0	people.person.ethnicity
l	1144	0	0	fictional_universe.fictional_character.species
l	1145	0	0	media_common.adaptation.adapted_from
l	1146	0	0	theater.play.characters
l	1147	0	0	base.references.manuscript.language
l	1148	0	0	book.magazine_issue.cover_artist
l	1149	0	0	book.magazine_issue.publication_date
l	1150	0	0	book.magazine_issue.magazine
l	1151	0	0	base.petbreeds.dog_temperament.dog_breeds
l	1152	0	0	biology.breed_temperament.breeds
l	1153	0	0	government.election.general_election
l	1154	0	0	book.book.interior_illustrations_by
l	1155	0	0	theater.play.genre
l	1156	0	0	book.author.works_edited
l	1157	0	0	time.event.included_in_event
l	1158	0	0	book.periodical_subject.periodicals
l	1159	0	0	book.magazine_genre.magazines_in_this_genre
l	1160	0	0	book.literary_series.part_of_series
l	1161	0	0	theater.theater_character.plays_appears_in
l	1162	0	0	fictional_universe.fictional_character_creator.fictional_characters_created
l	1163	0	0	people.person.languages
l	1164	0	0	book.translator.works_translated
l	1165	0	0	people.person.nationality
l	1166	0	0	book.isbn.book_editions
l	1167	0	0	book.illustrator.book_editions_illustrated
l	1168	0	0	book.book_edition.place_of_publication
l	1169	0	0	base.petbreeds.dog_breed.temperament
l	1170	0	0	biology.animal_breed.temperament
l	1171	0	0	base.petbreeds.dog_breed.color
l	1172	0	0	biology.animal_breed.coloring
l	1173	0	0	book.school_or_movement.associated_works
l	1174	0	0	book.written_work.school_or_movement
l	1175	0	0	book.illustrator.books_illustrated
l	1176	0	0	book.literary_series.sub_series
l	1177	0	0	fictional_universe.character_species.characters_of_this_species
l	1178	0	0	projects.project.project_focus
l	1179	0	0	book.author.contributing_author_to
l	1180	0	0	law.inventor.inventions
l	1181	0	0	visual_art.visual_artist.art_forms
l	1182	0	0	book.illustrator.magazine_covers
l	1183	0	0	projects.project_focus.projects
l	1184	0	0	law.invention.inventor
l	1185	0	0	book.publisher_imprint_tenure.imprints
l	1186	0	0	olympics.olympic_games.competitions
l	1187	0	0	influence.influence_node.influenced
l	1188	0	0	book.book_character.appears_in_stories
l	1189	0	0	book.periodical_editor.periodicals_edited
l	1190	0	0	fictional_universe.fictional_character.parents
l	1191	0	0	common.topic.subjects
l	1192	0	0	book.journal.articles
l	1193	0	0	book.book_edition_series.editions_in_this_series
l	1194	0	0	location.location.people_born_here
l	1195	0	0	people.deceased_person.cause_of_death
l	1196	0	0	book.magazine.issues
l	1197	0	0	media_common.literary_genre.books_in_this_genre
l	1198	0	0	theater.theater_genre.plays_in_this_genre
l	1199	0	0	government.general_election.contests
l	1200	0	0	book.editor_title.editors
l	1201	0	0	base.petbreeds.dog_coat_color.dog_breeds
l	1202	0	0	biology.breed_coloring.breeds
l	1203	0	0	media_common.literary_genre.stories_in_this_genre
l	1204	0	0	book.short_non_fiction_variety.works
l	1205	0	0	people.cause_of_death.people
l	1206	0	0	people.ethnicity.people
l	1207	0	0	visual_art.visual_art_form.artists
l	1208	0	0	book.periodical_format.periodicals_in_this_format
l	1209	0	0	other
l	1210	7	6	business.company_brand_relationship.company
l	1211	7	6	music.release.region
l	1212	7	6	organization.organization.geographic_scope
l	1213	7	6	organization.organization.leadership
l	1214	7	6	organization.organization.sectors
l	1215	7	6	business.business_operation.industry
l	1216	7	6	organization.organization.partnerships
l	1217	7	6	organization.organization.legal_structure
l	1218	7	6	organization.organization.founders
l	1219	7	6	business.company_product_relationship.company
l	1220	7	6	business.board_member.leader_of
l	1221	7	6	business.employment_tenure.company
l	1222	7	6	business.business_location.parent_company
l	1223	7	6	organization.organization.parent
l	1224	7	6	organization.organization.email
l	1225	7	6	organization.organization.organization_type
l	1226	7	6	organization.organization_founder.organizations_founded
l	1227	7	6	people.person.nationality
l	1228	7	6	common.topic.subjects
l	1229	7	6	common.topic.subject_of
l	1230	7	6	business.employment_tenure.title
l	1231	7	6	organization.organization.child
l	1232	7	6	organization.organization.board_members
l	1233	7	6	organization.role.leaders
l	1234	7	6	business.board_member.organization_board_memberships
l	1235	7	6	organization.organization.involved_in_merger
l	1236	7	6	organization.non_profit_organization.registered_with
l	1237	7	6	music.release.label
l	1238	7	6	organization.membership_organization.members
l	1239	7	6	location.location.containedby
l	1240	7	6	location.location.contains
l	1241	7	6	education.educational_institution.school_type
l	1242	7	6	education.school.school_district
l	1243	7	6	business.shopping_center.owner
l	1244	7	6	business.employment_tenure.person
l	1245	7	6	education.educational_institution.parent_institution
l	1246	7	6	organization.organization_member.member_of
l	1247	7	6	business.acquisition.company_acquired
l	1248	7	6	business.acquisition.acquiring_company
l	1249	7	6	wine.wine.wine_producer
l	1250	7	6	business.sponsorship.sponsored_by
l	1251	7	6	business.stock_ticker_symbol.stock_exchange
l	1252	7	6	business.industry.companies
l	1253	7	6	people.person.profession
l	1254	7	6	business.company_advisor.companies_advised
l	1255	7	6	organization.organization.place_founded
l	1256	7	6	symbols.namesake.named_after
l	1257	7	6	business.issue.issuer
l	1258	7	6	user.robert.mobile_phones.mobile_phone.brand
l	1259	7	6	business.issue.type_of_issue
l	1260	7	6	medicine.manufactured_drug_form.manufacturer
l	1261	7	6	dining.restaurant.cuisine
l	1262	7	6	organization.organization_sector.organizations_in_this_sector
l	1263	7	6	education.educational_institution.subsidiary_or_constituent_schools
l	1264	7	6	business.company_name_change.company
l	1265	7	6	organization.organization.spin_offs
l	1266	7	6	organization.organization.product_of_merger
l	1267	7	6	broadcast.tv_station_owner.tv_stations
l	1268	7	6	education.school_district.schools
l	1269	7	6	business.company_type.companies_of_this_type
l	1270	7	6	organization.organization_type.organizations_of_this_type
l	1271	7	6	user.robert.mobile_phones.mobile_phone.carriers
l	1272	7	6	organization.role.governors
l	1273	7	6	education.school_category.schools_of_this_kind
l	1274	7	6	military.military_unit_place_of_origin.military_units
l	1275	7	6	military.armed_force.units
l	1276	7	6	other
l	1277	4	4	people.person.gender
l	1278	4	4	people.person.children
l	1279	4	4	people.marriage.type_of_union
l	1280	4	4	people.person.parents
l	1281	4	4	people.person.sibling_s
l	1282	4	4	people.person.profession
l	1283	4	4	people.marriage.spouse
l	1284	4	4	people.place_lived.person
l	1285	4	4	people.person.spouse_s
l	1286	4	4	people.sibling_relationship.sibling
l	1287	4	4	people.person.places_lived
l	1288	4	4	people.place_of_interment.interred_here
l	1289	4	4	education.academic.advisors
l	1290	4	4	people.deceased_person.cause_of_death
l	1291	4	4	people.person.ethnicity
l	1292	4	4	people.family.members
l	1293	4	4	people.deceased_person.place_of_burial
l	1294	4	4	people.family_member.family
l	1295	4	4	influence.influence_node.influenced_by
l	1296	4	4	influence.influence_node.influenced
l	1297	4	4	visual_art.visual_artist.art_forms
l	1298	4	4	royalty.monarch.royal_line
l	1299	4	4	people.cause_of_death.people
l	1300	4	4	medicine.disease.symptoms
l	1301	4	4	people.cause_of_death.parent_cause_of_death
l	1302	4	4	dataworld.gardening_hint.split_to
l	1303	4	4	people.profession.people_with_this_profession
l	1304	4	4	people.profession.specialization_of
l	1305	4	4	people.appointee.position
l	1306	4	4	education.academic.advisees
l	1307	4	4	soccer.football_player.position_s
l	1308	4	4	people.person.religion
l	1309	4	4	people.ethnicity.includes_groups
l	1310	4	4	people.profession.specializations
l	1311	4	4	people.ethnicity.included_in_group
l	1312	4	4	people.ethnicity.people
l	1313	4	4	royalty.royal_line.monarchs_from_this_line
l	1314	4	4	medicine.notable_person_with_medical_condition.condition
l	1315	4	4	people.human_measurement.body_part
l	1316	4	4	people.human_measurement.person
l	1317	4	4	people.appointed_role.appointment
l	1318	4	4	people.appointment.appointed_role
l	1319	4	4	people.appointment.appointee
l	1320	4	4	medicine.disease.includes_diseases
l	1321	4	4	people.measured_person.measurements
l	1322	4	4	soccer.football_position.players
l	1323	4	4	people.cause_of_death.includes_causes_of_death
l	1324	4	4	people.marriage_union_type.unions_of_this_type
l	1325	4	4	other
l	1326	2	2	music.recording.tracks
l	1327	2	2	music.recording.artist
l	1328	2	2	music.release_track.recording
l	1329	2	2	music.release_track.release
l	1330	2	2	music.recording.canonical_version
l	1331	2	2	music.recording.releases
l	1332	2	2	music.single.versions
l	1333	2	2	music.recording.contributions
l	1334	2	2	music.recording.song
l	1335	2	2	music.composition.recordings
l	1336	2	2	music.composition.form
l	1337	2	2	music.composition.composer
l	1338	2	2	music.album.primary_release
l	1339	2	2	music.album.release_type
l	1340	2	2	music.album.releases
l	1341	2	2	music.album.artist
l	1342	2	2	music.recording.featured_artists
l	1343	2	2	music.group_membership.member
l	1344	2	2	music.group_membership.group
l	1345	2	2	music.artist.track
l	1346	2	2	music.featured_artist.recordings
l	1347	2	2	music.composition.lyricist
l	1348	2	2	music.recording.producer
l	1349	2	2	music.release.track_list
l	1350	2	2	music.release.album
l	1351	2	2	music.release.format
l	1352	2	2	music.album.album_content_type
l	1353	2	2	music.composer.compositions
l	1354	2	2	music.artist.album
l	1355	2	2	music.group_member.membership
l	1356	2	2	music.musical_group.member
l	1357	2	2	music.track_contribution.role
l	1358	2	2	music.track_contribution.contributor
l	1359	2	2	music.track_contribution.track
l	1360	2	2	music.artist.track_contributions
l	1361	2	2	music.album.genre
l	1362	2	2	music.artist.genre
l	1363	2	2	music.producer.tracks_produced
l	1364	2	2	music.lyricist.lyrics_written
l	1365	2	2	music.genre.albums
l	1366	2	2	music.release.track
l	1367	2	2	music.performance_role.track_performances
l	1368	2	2	music.performance_role.regular_performances
l	1369	2	2	music.compositional_form.compositions
l	1370	2	2	music.album_release_type.albums
l	1371	2	2	music.album_content_type.albums
l	1372	2	2	other
l	1373	3	4	sports.sports_team_roster.player
l	1374	3	4	sports.pro_sports_played.athlete
l	1375	3	4	sports.sports_team_roster.position
l	1376	3	4	people.person.parents
l	1377	3	4	people.person.gender
l	1378	3	4	people.person.places_lived
l	1379	3	4	people.person.profession
l	1380	3	4	soccer.football_player.position_s
